epoch,loss,offset_loss,onset_loss,val_loss,val_offset_loss,val_onset_loss
0,0.12810568511486053,0.06323741376399994,0.06486830115318298,0.02229328081011772,0.010687241330742836,0.011606043204665184
1,0.025128323584794998,0.012184559367597103,0.012943770736455917,0.02195650339126587,0.010632222518324852,0.011324281804263592
2,0.024277621880173683,0.012025231495499611,0.012252395041286945,0.022096021100878716,0.01070154644548893,0.011394473724067211
3,0.024213092401623726,0.011814247816801071,0.012398841790854931,0.022037316113710403,0.01067163236439228,0.011365682817995548
4,0.024506043642759323,0.011923408135771751,0.012582645751535892,0.02200847677886486,0.010615233331918716,0.011393243446946144
